contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
eu tenho transtorno de ansiedade           então assim,ansiedade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sinto tipo nervoso           tenho crise de pânico e,crise,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
nervoso           tenho crise de pânico e tudo mais,pânico,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
vou            correr vou pra academia e tudo o,academia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a a se   um sábado           passou a,sábado,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tipo vou me           ter contato com a natureza,contato,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
sempre faz algo diferente no final de semana,final,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não com regu   regularidade           não com,regularidade,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
me sinto           livre pra poder           pra poder,poder,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tipo jogar tudo pra o alto e           poder,alto,substantivo,['Masc'],,,não,impróprio,masculino,menos,sim,não,não,não,uniforme,
caso você disse que tem síndrome de ansiedade,síndrome,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
fracassar no caso é a palavra certa           e,palavra,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
comecei           eu sentia muita dor de cabeça,dor,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu sentia muita dor de cabeça           eu s,cabeça,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tinha muita dor de estômago           causada pela,estômago,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
causada pela     pelo nervosismo           aí eu,nervosismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu           resolvi procurar um médico pra saber o,médico,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
Psiquiátra e pra um           Psicólogo porque eu tava,Psicólogo,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
resolveu   melhorou mais os sintomas           tou melhorando,sintomas,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
passou por algum momento de tensão           justamente por,tensão,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de tensão           justamente por causa dos estudos,causa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tipo                      eu tive umas mai   as mais,mai,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
mais           as minhas maiores crises e tudo o,crises,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
com meu pro   meu orientador           e tudo,orientador,substantivo,['Masc'],,,não,deverbal,masculino,mais,não,sim,não,não,biforme,
me disseram        vai com calma                         a universidade,calma,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
você            cê não precisa termi   você não,termi,substantivo,['Masc'],,,-,-,-,-,-,-,-,-,-,
se formar           ultrapassar seus limites           isso,limites,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e depois você ter um problema irreversível           então,problema,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
você trabalha com o quê           no seu,quê,substantivo,['Masc'],pronome,,-,-,-,-,-,-,-,-,-,
no seu           a simulação computacional no caso,simulação,substantivo,['Fem'],,,sim,comum,feminino,menos,sim,não,não,não,uniforme,
vibra   um estudo de vibração excessiva na asa,vibração,substantivo,['Fem'],,,sim,comum,feminino,menos,sim,não,não,não,uniforme,
na asa           até que ponto até que velocidade,ponto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
peguei um           fiz um modelo de uma asa,modelo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
com                      com meus cálculos           é mostrar,cálculos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que vai causar a destruição do do modelo,destruição,substantivo,['Fem'],,,sim,deverbal,feminino,menos,sim,não,não,não,uniforme,
não é           isso           Mecânica que você faz,Mecânica,substantivo,['Fem'],,,não,impróprio,feminino,menos,sim,não,não,não,uniforme,
oferece           quais são os ramos que você pode,ramos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
é é uma das engenharias mais amplas que,engenharias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
posso trabalhar na área de materiais           na,materiais,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
na           na área de projetos           tem o,projetos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mecânicos           na área de máquinas           e trabalhar,máquinas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
também na parte de                      energia no caso na,energia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
no caso na parte de termo           na parte,termo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
parte térmica da           da engenharia no caso trabalhar,engenharia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aí e fora o computacional que           você,computacional,substantivo,['Masc'],,,não,impróprio,masculino,menos,sim,não,não,não,uniforme,
se fosse uma           uma ferramenta           é uma,ferramenta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
mas assim           pra os padrões           eu acho,padrões,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tipo já era quase meia noite           tava na,noite,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sair de casa umas oito horas nove horas tranquilo,horas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
mas dentro da nossa realidade eu acho que,realidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
seguro           como foi esse assalto           cê disse,assalto,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
que eu fui em direção a minha casa,direção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a minha casa                      dois rapazes dois homens,rapazes,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,sim,uniforme,moças
casa                      dois rapazes dois homens           me me,homens,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,sim,uniforme,mulheres
me me encurralaram           um amostrou uma apontou uma,amostrou,substantivo,['Masc'],verbo,,-,-,-,-,-,-,-,-,-,
um amostrou uma apontou uma arma na minha barriga,arma,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
apontou uma arma na minha barriga           e o,barriga,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
assalto           e pediu meu celular           qual foi,celular,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
qual foi sua sensação na hora   sua reação,hora,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sensação na hora   sua reação           ah a,reação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
já tava           com a mão no celular pra,mão,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de casa           tudo o mais mas                      não,mais,substantivo,['Masc'],?,,-,-,-,-,-,-,-,-,-,
assim                      eu já tive sorte algumas vezes de,sorte,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
entro pela parte da           frente fico lá até,frente,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e descer           teve uma vez que eu entrei,vez,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e tal           e eu olho pra trás assim,olho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu vejo um uma confusão acontecer           quando,confusão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
eu vejo                      quando dois cara           dois caras,cara,substantivo,['Fem'],,,não,comum,masculino,mais,sim,não,não,não,uniforme,
quando dois cara           dois caras e uma menina,caras,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,não,uniforme,
dois caras e uma menina descem perdão,menina,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,biforme,
é porque por causa da gripe           então eu,gripe,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
quando eles desce           um monte de gente começa,monte,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
começa a falar tipo             roubo arrastão aqui agora,roubo,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
celular na car   na bolsa da menina,bolsa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e eles desceram           levando celulares           nossa,celulares,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
em transporte público                      público acontece muito disso,público,substantivo,['Masc'],adjetivo,,-,-,-,-,-,-,-,-,-,
transporte público mas no na sociedade inteira           acho,sociedade,substantivo,['Fem'],,,não,comum,feminino,mais,sim,não,não,não,uniforme,
é um lugar           entre aspas perfeito pra que,aspas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a gente tá imerso na violência           então assim,violência,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
assim               ah tipo a culpa é do transporte,culpa,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a gente vive           desse modo que a gente,modo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
acha quais são as            medidas que você acha,medidas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
isso           a curto prazo           ou a,prazo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
medidas que pre   de prevenção           por exemplo,prevenção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
por exemplo                      instalar câmeras           nas ruas,câmeras,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
instalar câmeras           nas ruas           nas ruas,ruas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
falam que existe um tal botão do           pânico,botão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
pânico pra que o motorista tipo que,motorista,substantivo,['Masc'],,,não,comum,masculino,mais,não,não,sim,não,uniforme,
monitorados           por pela própria polícia           certo,polícia,substantivo,['Fem'],,,não,comum,feminino,mais,sim,não,não,não,uniforme,
acontece uma            uma uma ocorrência o ôni,ocorrência,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
ocorrência o ôni   o polícial sabe onde o,polícial,substantivo,['Masc'],,policial,não,comum,masculino,mais,não,não,sim,não,uniforme,
a gente pensa mais na punição do que na,punição,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
porque           acontece de qualquer jeito           então a,jeito,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que pensar           em uma forma de prevenir essa,forma,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o assalto de prevenir a morte           prevenir o,morte,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a morte           prevenir o assassinato tudo mais,assassinato,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu não foram sessenta mil mortes           só ano,mortes,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
gente vê tipo policial matando bandido           policial prendendo,bandido,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,biforme,
gente tem que           ter educação           você acha,educação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
falta de oportunidade           é fator           assim não,fator,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
